"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Code","1","290","3418802585600","114802688","99692544","21608","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3516,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3604 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","17.984375","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4132","8",,"False","9/11/2024 8:08:39 AM",,"16992",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21608","21608","99692544","99692544","554744","554744","170024960","170024960","189689856","189689856","3427364274176","-19628032","True","Normal","99692544","99692544","255","1",,"System.Diagnostics.ProcessThreadCollection","290","3418802585600","8617984","False",,,,"114802688","114802688",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:05.6562500","00:00:17.9843750","00:00:12.3281250","Code","0","","True",,
"Code","1","1266","3419262390272","129253376","109260800","55288","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" .",,"Microsoft Corporation","28.421875","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4004","8",,"False","9/11/2024 8:08:38 AM",,"17196",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","55288","55288","109260800","109260800","966952","966952","121880576","121880576","137998336","137998336","3419353772032","559804416","True","Normal","109260800","109260800","255","1",,"System.Diagnostics.ProcessThreadCollection","1266","3419262390272","468422656","False",,,,"129253376","129253376",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:12.8437500","00:00:28.4218750","00:00:15.5781250","Code","14419662","pipelines.ps1 - learning - Visual Studio Code","True",,
"Code","1","313","2238105313280","40640512","16924672","18536","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=2040,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=2036 /prefetch:3","System.Diagnostics.Process (Code)","Microsoft Corporation","1.171875","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3860","8",,"False","9/11/2024 8:08:38 AM",,"17760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18536","18536","16924672","16924672","550072","550072","18202624","18202624","44470272","44470272","2238142537728","464576512","True","Normal","16924672","16924672","255","1",,"System.Diagnostics.ProcessThreadCollection","313","2238105313280","427352064","False",,,,"40640512","40640512",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.4531250","00:00:01.1718750","00:00:00.7187500","Code","0","","True",,
"Code","1","354","3427747196928","129581056","123703296","39800","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=4668,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4724 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","2.734375","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5004","8",,"False","9/11/2024 8:12:37 AM",,"18000",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39800","39800","123703296","123703296","590592","590592","125116416","125116416","130715648","130715648","3427748044800","364142592","True","Normal","123703296","123703296","255","1",,"System.Diagnostics.ProcessThreadCollection","354","3427747196928","363294720","False",,,,"129581056","129581056",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:01.2343750","00:00:02.7343750","00:00:01.5000000","Code","0","","True",,
"Code","1","354","3418805403648","202440704","163205120","37568","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=5928,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=6016 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","8.140625","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3560","8",,"False","9/11/2024 10:00:27 AM",,"18056",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","37568","37568","163205120","163205120","586712","586712","399478784","399478784","437149696","437149696","3418864316416","70348800","True","Normal","163205120","163205120","255","1",,"System.Diagnostics.ProcessThreadCollection","354","3418805403648","11436032","False",,,,"202440704","202440704",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.7031250","00:00:08.1406250","00:00:05.4375000","Code","0","","True",,
"Code","1","189","3418708996096","97148928","26263552","16936","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ""c:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\markdown-language-features\dist\serverWorkerMain"" --node-ipc --clientProcessId=18056","System.Diagnostics.Process (Code)","Microsoft Corporation","0.203125","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4112","8",,"False","9/11/2024 10:00:31 AM",,"18288",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16936","16936","26263552","26263552","546336","546336","31457280","31457280","101203968","101203968","3418734166016","-59801600","True","Normal","26263552","26263552","255","1",,"System.Diagnostics.ProcessThreadCollection","189","3418708996096","-84971520","False",,,,"97148928","97148928",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0156250","00:00:00.2031250","00:00:00.1875000","Code","0","","True",,
"Code","1","606","3423436279808","324694016","284176384","38872","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\resources\app"" --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration, --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1724256122801195 --launch-time-ticks=1786352968400 --field-trial-handle=3348,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=5584 --vscode-window-config=vscode:f81a8f39-f86d-4b5f-9464-a1032c718039 /prefetch:1","System.Diagnostics.Process (Code)","Microsoft Corporation","49.625","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5032","8",,"False","9/11/2024 10:14:35 AM",,"19188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","38872","38872","284176384","284176384","841096","841096","507953152","507953152","544522240","544522240","3423455076352","366141440","True","Normal","284176384","284176384","255","1",,"System.Diagnostics.ProcessThreadCollection","606","3423436279808","347344896","False",,,,"324694016","324694016",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.6875000","00:00:49.6250000","00:00:46.9375000","Code","0","","True",,
"Code","1","257","3418742550528","116932608","80084992","17480","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" c:\Users\cdsl\.vscode\extensions\streetsidesoftware.code-spell-checker-3.0.1\packages\_server\dist\main.cjs --node-ipc --clientProcessId=18056","System.Diagnostics.Process (Code)","Microsoft Corporation","2.34375","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4644","8",,"False","9/11/2024 10:00:29 AM",,"23740",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17480","17480","80084992","80084992","546336","546336","272343040","272343040","287526912","287526912","3419187081216","393113600","True","Normal","80084992","80084992","255","1",,"System.Diagnostics.ProcessThreadCollection","257","3418742550528","-51417088","False",,,,"116932608","116932608",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.4375000","00:00:02.3437500","00:00:01.9062500","Code","0","","True",,
"com.docker.backend","1","874","5380431872","71454720","146952192","47456","C:\Program Files\Docker\Docker\resources\com.docker.backend.exe","""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -native-api","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","50.640625","4.22.1.118664","4.22.1.118664","Docker Desktop Backend","Docker Desktop Backend","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1876","8",,"False","9/6/2024 9:05:50 AM",,"23948",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","47456","47456","146952192","146952192","356768","356768","176295936","176295936","164597760","164597760","5391642624","1096675328","False","Normal","146952192","146952192","255","1",,"System.Diagnostics.ProcessThreadCollection","874","5380431872","1085464576","False",,,,"71454720","71454720",,"System.Diagnostics.ProcessModule (com.docker.backend.exe)","00:00:20.0781250","00:00:50.6406250","00:00:30.5625000","com.docker.backend","0","","True",,
"com.docker.build","1","175","5099286528","27381760","31477760","14056","C:\Program Files\Docker\Docker\resources\com.docker.build.exe","com.docker.build.exe","System.Diagnostics.Process (com.docker.backend)",,"4.4375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4804","8",,"False","9/6/2024 9:05:51 AM",,"19608",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14056","14056","31477760","31477760","176560","176560","32034816","32034816","30486528","30486528","5105577984","810610688","False","Normal","31477760","31477760","255","1",,"System.Diagnostics.ProcessThreadCollection","175","5099286528","804319232","False",,,,"27381760","27381760",,"System.Diagnostics.ProcessModule (com.docker.build.exe)","00:00:01.4843750","00:00:04.4375000","00:00:02.9531250","com.docker.build","0","","True",,
"com.docker.dev-envs","1","154","5030043648","13066240","22433792","12696","C:\Program Files\Docker\Docker\resources\com.docker.dev-envs.exe","com.docker.dev-envs.exe -watchdog","System.Diagnostics.Process (com.docker.backend)",,"1.09375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2584","8",,"False","9/6/2024 9:05:51 AM",,"2672",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12696","12696","22433792","22433792","72440","72440","24399872","24399872","15867904","15867904","5037776896","742809600","False","Normal","22433792","22433792","255","1",,"System.Diagnostics.ProcessThreadCollection","154","5030043648","735076352","False",,,,"13066240","13066240",,"System.Diagnostics.ProcessModule (com.docker.dev-envs.exe)","00:00:00.1093750","00:00:01.0937500","00:00:00.9843750","com.docker.dev-envs","0","","True",,
"com.docker.extensions","1","443","5094178816","28479488","35418112","19624","C:\Program Files\Docker\Docker\resources\com.docker.extensions.exe","com.docker.extensions.exe --address \\.\pipe\dockerExtensionManagerAPI","System.Diagnostics.Process (com.docker.backend)","Docker Inc.","4.546875","4.22.1.118664","4.22.1.118664","Docker Desktop Extensions","Docker Desktop Extensions","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4412","8",,"False","9/6/2024 9:05:51 AM",,"14312",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19624","19624","35418112","35418112","140536","140536","48345088","48345088","45731840","45731840","5105336320","810369024","False","Normal","35418112","35418112","255","1",,"System.Diagnostics.ProcessThreadCollection","443","5094178816","799211520","False",,,,"28479488","28479488",,"System.Diagnostics.ProcessModule (com.docker.extensions.exe)","00:00:00.9843750","00:00:04.5468750","00:00:03.5625000","com.docker.extensions","0","","True",,
"conhost","1","140","2203458752512","8998912","6037504","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.09375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4120","8",,"False","9/6/2024 10:52:12 AM",,"4956",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6037504","6037504","197104","197104","10309632","10309632","17375232","17375232","2203468099584","149876736","True","Normal","6037504","6037504","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458752512","140529664","False",,,,"8998912","8998912",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0937500","00:00:00.0625000","conhost","0","","True",,
"conhost","1","140","2203458793472","9039872","6041600","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4660","8",,"False","9/6/2024 10:52:12 AM",,"5404",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6041600","6041600","197104","197104","10354688","10354688","17420288","17420288","2203468120064","149897216","True","Normal","6041600","6041600","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458793472","140570624","False",,,,"9039872","9039872",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","110","2203420839936","7233536","1421312","9096","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 84 --height 20 --signal 0x54c --server 0x5a0","System.Diagnostics.Process (Code)","Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3896","8",,"False","9/11/2024 10:00:44 AM",,"9548",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9096","9096","1421312","1421312","135664","135664","1499136","1499136","7270400","7270400","2203422937088","104714240","True","Normal","1421312","1421312","255","1",,"System.Diagnostics.ProcessThreadCollection","110","2203420839936","102617088","False",,,,"7233536","7233536",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00","00:00:00","conhost","0","","True",,
"conhost","1","113","2203420839936","7184384","1359872","9096","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 84 --height 19 --signal 0x5ec --server 0x438","System.Diagnostics.Process (Code)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4252","8",,"False","9/11/2024 10:16:23 AM",,"12728",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9096","9096","1359872","1359872","137264","137264","1445888","1445888","7229440","7229440","2203422937088","104714240","True","Normal","1359872","1359872","255","1",,"System.Diagnostics.ProcessThreadCollection","113","2203420839936","102617088","False",,,,"7184384","7184384",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","conhost","0","","True",,
"conhost","1","140","2203458772992","9068544","6045696","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.0625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4200","8",,"False","9/6/2024 10:52:12 AM",,"13172",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6045696","6045696","197104","197104","10338304","10338304","17448960","17448960","2203468099584","149876736","True","Normal","6045696","6045696","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458772992","140550144","False",,,,"9068544","9068544",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","conhost","0","","True",,
"conhost","1","140","2203458781184","9048064","6029312","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.03125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","700","8",,"False","9/6/2024 10:52:12 AM",,"14188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6029312","6029312","197104","197104","10330112","10330112","17448960","17448960","2203468103680","149880832","True","Normal","6029312","6029312","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458781184","140558336","False",,,,"9048064","9048064",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","conhost","0","","True",,
"conhost","1","119","2203422236672","6782976","5505024","7872","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4",,"Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4388","8",,"False","9/11/2024 8:08:41 AM",,"14264",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5505024","5505024","129592","129592","5623808","5623808","11292672","11292672","2203471790080","153567232","True","Normal","5505024","5505024","255","1",,"System.Diagnostics.ProcessThreadCollection","119","2203422236672","104013824","False",,,,"6782976","6782976",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","113","2203420839936","7180288","1368064","9096","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 84 --height 20 --signal 0x460 --server 0x48c","System.Diagnostics.Process (Code)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4152","8",,"False","9/11/2024 10:00:49 AM",,"14756",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9096","9096","1368064","1368064","137264","137264","1445888","1445888","7221248","7221248","2203422937088","104714240","True","Normal","1368064","1368064","255","1",,"System.Diagnostics.ProcessThreadCollection","113","2203420839936","102617088","False",,,,"7180288","7180288",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","140","2203458768896","9023488","5980160","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.0625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3648","8",,"False","9/6/2024 10:52:12 AM",,"15628",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","5980160","5980160","197104","197104","10268672","10268672","17395712","17395712","2203470213120","151990272","True","Normal","5980160","5980160","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458768896","140546048","False",,,,"9023488","9023488",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0625000","00:00:00.0625000","00:00:00","conhost","0","","True",,
"conhost","1","126","2203422232576","6713344","5525504","7872","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (com.docker.backend)","Microsoft Corporation","0.078125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4208","8",,"False","9/6/2024 9:05:50 AM",,"19324",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5525504","5525504","137656","137656","5607424","5607424","10928128","10928128","2203480211456","161988608","True","Normal","5525504","5525504","255","1",,"System.Diagnostics.ProcessThreadCollection","126","2203422232576","104009728","False",,,,"6713344","6713344",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0625000","00:00:00.0781250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","118","2203422248960","11268096","5521408","7872","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (TabNine)","Microsoft Corporation","0.03125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4204","8",,"False","9/11/2024 10:00:31 AM",,"20852",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5521408","5521408","128664","128664","5603328","5603328","11309056","11309056","2203470741504","152518656","True","Normal","5521408","5521408","255","1",,"System.Diagnostics.ProcessThreadCollection","118","2203422248960","104026112","False",,,,"11268096","11268096",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","conhost","0","","True",,
"conhost","1","140","2203458781184","9043968","6012928","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.140625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5092","8",,"False","9/6/2024 10:52:12 AM",,"20900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6012928","6012928","197104","197104","10313728","10313728","17424384","17424384","2203468103680","149880832","True","Normal","6012928","6012928","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458781184","140558336","False",,,,"9043968","9043968",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0468750","00:00:00.1406250","00:00:00.0937500","conhost","0","","True",,
"conhost","1","140","2203407343616","8597504","1368064","8640","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4",,"Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4408","8",,"False","9/11/2024 8:08:17 AM",,"21604",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8640","8640","1368064","1368064","107544","107544","1519616","1519616","9031680","9031680","2203412221952","93999104","True","Normal","1368064","1368064","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203407343616","89120768","False",,,,"8597504","8597504",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00","00:00:00","conhost","0","","True",,
"conhost","1","140","2203458777088","9080832","5898240","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3732","8",,"False","9/6/2024 10:52:12 AM",,"21856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","5898240","5898240","197104","197104","10194944","10194944","17457152","17457152","2203468111872","149889024","True","Normal","5898240","5898240","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458777088","140554240","False",,,,"9080832","9080832",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
